start_lon,start_lat,start_district,end_lon,end_lat,end_district,velocity,line
21.101703,52.2229113,Praga Południe,21.1017096,52.2229093,Praga Południe,0.18056521690154054,219
21.1813496,52.1841206,Wawer,21.183291,52.184092,Wawer,47.66259771108042,213
21.1705623,52.1952128,Wawer,21.1705233,52.1956718,Wawer,18.398753047474234,213
21.1237871,52.2330881,Praga Południe,21.1209305,52.2327271,Praga Południe,47.67299841166872,213
21.0231509,52.1814689,Mokotów,21.0231365,52.18147,Mokotów,0.3238003334541201,N37
20.9953166,52.1882571,Mokotów,20.9953197,52.1882452,Mokotów,0.37107377199430047,263
21.0824272,52.1886934,Mokotów,21.0820515,52.1876036,Mokotów,40.53507841796277,108
21.0984247,52.1835725,Wilanów,21.0985342,52.1824681,Wilanów,44.29094052232175,263
20.9354833,52.2010633,Włochy,20.9348417,52.2006533,Włochy,14.213104105455649,208
20.918585,52.2102617,Włochy,20.91706,52.21044,Włochy,23.80103273897565,228
20.92858,52.202914,Włochy,20.92858,52.202914,Włochy,0.0,228
21.0315647,52.1885574,Mokotów,21.0303466,52.1883899,Mokotów,30.636297388141863,107
21.011373,52.2305375,Śródmieście,21.0115294,52.2298486,Śródmieście,19.887227433118554,107
21.0204745,52.1895867,Mokotów,21.0186057,52.1893179,Mokotów,42.82440024797136,107
21.0234925,52.2283372,Śródmieście,21.0234939,52.2283402,Śródmieście,0.1040835034030319,108
21.0466471,52.2642048,Praga Północ,21.0466231,52.2641833,Praga Północ,1.0423248576082105,169
21.0478823,52.1919178,Mokotów,21.0478918,52.1919678,Mokotów,2.015039243532636,166
20.9958864,52.1884672,Mokotów,20.9958855,52.188474,Mokotów,0.22758316088936922,106
20.9558121,52.2372124,Wola,20.9557504,52.2358656,Wola,53.933851371505654,106
21.056374,52.172291,Mokotów,21.056652,52.172253,Mokotów,6.992385204181476,251
20.9963619,52.1832844,Mokotów,20.9949639,52.1832719,Mokotów,34.3161686470708,218
21.0029232,52.2294449,Śródmieście,21.0029105,52.2295634,Śródmieście,4.32162252042215,N36
21.0846359,52.1631617,Wilanów,21.0845262,52.1645955,Wilanów,47.882030694077194,251
21.0027089,52.2292471,Śródmieście,21.0026882,52.2293709,Śródmieście,4.151380785242318,N34
21.002077,52.182037,Mokotów,21.002159,52.180382,Mokotów,44.18700241949735,218
20.995321,52.188297,Mokotów,20.995327,52.188293,Mokotów,0.19775692554946558,218
21.0019021,52.2373211,Śródmieście,21.0019021,52.2373211,Śródmieście,0.0,106
21.027937,52.238132,Śródmieście,21.0279327,52.2381267,Śródmieście,0.21536609039927002,106
20.997866,52.187553,Mokotów,20.997864,52.187553,Mokotów,0.0446211754557595,263
21.1171169,52.2348399,Praga Południe,21.1171289,52.2348342,Praga Południe,0.3102509492266058,183
21.1701995,52.2768006,Rembertów,21.1702022,52.2768012,Rembertów,0.043972477657273905,153
21.0963276,52.2320574,Praga Południe,21.0964601,52.2323019,Praga Południe,9.374906363128037,168
21.1347919,52.2142367,Wawer,21.137203,52.2142319,Wawer,42.240829762282814,119
21.1770999,52.2568491,Rembertów,21.1770999,52.2568394,Rembertów,0.3235772365843492,153
21.0749805,52.2500781,Praga Południe,21.0750066,52.250077,Praga Południe,0.5342914298106055,173
21.1352614,52.1817301,Wawer,21.1372052,52.1803507,Wawer,52.12489421031401,146
21.117823,52.233488,Praga Południe,21.117823,52.233488,Praga Południe,0.0,Z31
21.0839395,52.245352,Praga Południe,21.0836232,52.2449651,Praga Południe,15.745095429838734,183
21.0963252,52.2270665,Praga Południe,21.0975459,52.2268274,Praga Południe,26.18708260572522,123
21.1350369,52.1979122,Wawer,21.1353481,52.197491,Wawer,16.826439248774697,702
21.084461,52.249474,Praga Południe,21.084322,52.248821,Praga Południe,26.360742612941298,173
21.1917341,52.2387642,Wesoła,21.1917409,52.2387647,Wesoła,0.13990687824999432,183
21.0168096,52.2940381,Targówek,21.016163,52.295058,Targówek,39.80767316914871,156
21.0470783,52.2835026,Targówek,21.0473755,52.2845001,Targówek,36.89813126544659,156
20.976606,52.287807,Bielany,20.976577,52.2878318,Bielany,1.109610034049327,197
21.047201,52.263723,Praga Północ,21.047201,52.263723,Praga Północ,0.0,166
21.025181,52.232696,Śródmieście,21.028493,52.233366,Śródmieście,42.75676648625888,117
21.0023017,52.2291833,Śródmieście,21.002131,52.229084,Śródmieście,2.8860729526769844,N44
21.188863,52.149855,Wawer,21.188863,52.149855,Wawer,0.0,213
21.0517717,52.2528617,Praga Północ,21.0517717,52.2528617,Praga Północ,0.0,169
21.048198,52.263961,Praga Północ,21.048198,52.263961,Praga Północ,0.0,169
21.003703,52.229959,Śródmieście,21.003703,52.229959,Śródmieście,0.0,N14
21.0441567,52.2651217,Praga Północ,21.0441567,52.2651217,Praga Północ,0.0,N16
21.0482983,52.2633733,Praga Północ,21.0479033,52.2635833,Praga Północ,7.540395020376173,126
21.0387183,52.256325,Praga Północ,21.0414233,52.2575417,Praga Północ,51.407488840307096,173
21.0296167,52.288035,Targówek,21.0304283,52.2882533,Targówek,13.568336568536093,156
21.0418456,52.3001511,Targówek,21.0418433,52.3001496,Targówek,0.07483000782037881,169
21.0519985,52.2926563,Targówek,21.0520086,52.2926386,Targówek,0.500297722892816,240
21.0496925,52.1550705,Ursynów,21.0506946,52.1548096,Ursynów,26.73549239622516,166
21.041499,52.257534,Praga Północ,21.044321,52.258781,Praga Północ,42.640965533781404,173
21.0843391,52.2074603,Mokotów,21.0864133,52.2098318,Mokotów,89.75579595212294,119
21.0306488,52.2365603,Śródmieście,21.0292045,52.2375465,Śródmieście,35.35269888542348,118
21.242067,52.1698008,Wawer,21.2420435,52.1698076,Wawer,0.6379476580687992,115
21.0039778,52.229745,Śródmieście,21.0040646,52.2296283,Śródmieście,4.666774412552514,N21
21.0467068,52.2645326,Praga Północ,21.0467475,52.2645313,Praga Północ,0.8320598729029761,123
21.2047966,52.1593806,Wawer,21.2048095,52.1594038,Wawer,0.6541621260858016,N72
21.1244166,52.2006253,Wawer,21.122862,52.2003181,Wawer,40.074755018095985,119
21.1601205,52.2294078,Wawer,21.1596536,52.23061,Wawer,49.46708223274382,115
21.1642815,52.217805,Wawer,21.1643433,52.217684,Wawer,5.075246874872969,115
21.054194,52.261248,Praga Północ,21.054747,52.2619823,Praga Północ,23.118919287296624,170
21.117866,52.2346195,Praga Południe,21.1175696,52.2346653,Praga Południe,7.494158205402615,115
21.1265228,52.233052,Praga Południe,21.1265858,52.233119,Praga Południe,3.0949706994137487,117
21.1170883,52.2331176,Praga Południe,21.117031,52.233107,Praga Południe,1.4674795759039252,730
20.996861,52.186413,Mokotów,20.996862,52.186417,Mokotów,0.1619906169151381,176
20.97003,52.231396,Wola,20.971077,52.23151,Wola,26.072204556655024,106
20.9955214,52.185923,Mokotów,20.9955214,52.1859229,Mokotów,0.004003017273177534,222
21.016504,52.222607,Śródmieście,21.016285,52.222927,Śródmieście,13.88985506374349,222
21.023945,52.224636,Śródmieście,21.023737,52.225468,Śródmieście,33.69337642384783,222
21.0019897,52.1890397,Mokotów,21.0008902,52.1890342,Mokotów,22.48628164984636,222
21.001429,52.194889,Mokotów,21.001509,52.193951,Mokotów,37.59958146332098,106
20.99629,52.185963,Mokotów,20.996286,52.185963,Mokotów,0.09817009640084622,331
20.995144,52.1875,Mokotów,20.9951409,52.187498,Mokotów,0.09203601110857275,504
21.063488,52.186546,Mokotów,21.0634937,52.1865419,Mokotów,0.21565240870434454,N33
21.021727,52.208797,Mokotów,21.021303,52.20985,Mokotów,39.46903429699334,519
21.0258884,52.1734052,Mokotów,21.026731,52.173386,Mokotów,17.24970719860286,189
20.979336,52.168621,Włochy,20.98037,52.168156,Włochy,31.47986406672847,148
20.9964186,52.1880979,Mokotów,20.9964196,52.1880961,Mokotów,0.06919908769485626,N01
21.0257436,52.1511964,Ursynów,21.0284441,52.1506801,Ursynów,49.6247247747986,504
20.997288,52.18689,Mokotów,20.997292,52.186893,Mokotów,0.15510866685992872,709
20.9151754,52.1995372,Włochy,20.9165942,52.1991539,Włochy,34.58362247812038,189
20.978257,52.1835637,Włochy,20.9782474,52.1835589,Włochy,0.25336193962462517,189
20.9008196,52.2388969,Bemowo,20.9008147,52.2388969,Bemowo,0.10009596321186683,189
20.996487,52.188126,Mokotów,20.9964816,52.1881216,Mokotów,0.1695541425815347,N33
21.0016357,52.189496,Mokotów,21.0016239,52.1894987,Mokotów,0.257576128268087,514
21.067238,52.131245,Ursynów,21.0663822,52.1312657,Ursynów,17.538035695331846,710
20.9169802,52.1989942,Włochy,20.9183899,52.1985975,Włochy,27.184894522248047,189
20.995794,52.186882,Mokotów,20.99581,52.186897,Mokotów,0.5978751666959587,251
20.9691139,52.2188384,Ochota,20.9702006,52.2192457,Ochota,22.31591195092189,187
20.911081,52.196247,Włochy,20.9104852,52.1956046,Ursus,26.891283588804274,187
21.052369,52.184841,Mokotów,21.052369,52.184841,Mokotów,0.0,172
20.92177,52.196911,Włochy,20.921764,52.196903,Włochy,0.35245985798905316,105
20.921751,52.196865,Włochy,20.921751,52.196869,Włochy,0.13343391186447784,171
21.0988597,52.2478526,Praga Południe,21.0999549,52.2475482,Praga Południe,24.564996284145337,523
21.0982077,52.2479859,Praga Południe,21.0986457,52.2478864,Praga Południe,9.541457158900462,523
21.0025777,52.1775316,Mokotów,21.0025502,52.1785501,Mokotów,33.98026643761777,136
20.9664624,52.2286672,Wola,20.966458,52.2286647,Wola,0.12262724110020677,105
20.9847345,52.2196889,Ochota,20.9846387,52.2200156,Ochota,11.072675189275316,517
20.922049,52.19685,Włochy,20.922056,52.19685,Włochy,0.14312966894720752,191
20.9212547,52.1964516,Włochy,20.9212596,52.1964574,Włochy,0.23768943662598796,105
20.920111,52.197353,Włochy,20.920097,52.197319,Włochy,1.2760958260079358,187
21.0081446,52.1953342,Mokotów,21.0083849,52.1953654,Mokotów,5.479223357176411,172
21.0482042,52.1509124,Ursynów,21.0481984,52.1509072,Ursynów,0.21019801159382162,136
20.9872685,52.2163906,Ochota,20.9865716,52.2163197,Ochota,17.32602772100681,187
20.921717,52.196823,Włochy,20.921713,52.196819,Włochy,0.17073322239423153,177
21.1129735,52.2362522,Praga Południe,21.1129712,52.2362436,Praga Południe,0.29070525843853684,182
20.8674639,52.1972702,Ursus,20.8665387,52.1968352,Ursus,23.842014244415225,177
20.921835,52.1961,Włochy,20.921835,52.1961,Włochy,0.0,719
20.9198729,52.2573464,Bemowo,20.91987,52.257114,Bemowo,8.457530658851763,184
21.0970799,52.2483499,Praga Południe,21.0974282,52.2482457,Praga Południe,7.917310848590222,523
20.896982,52.231422,Bemowo,20.896975,52.231457,Bemowo,0.882205202102228,105
20.9218327,52.1969331,Włochy,20.9218382,52.196934,Włochy,0.1396768206249657,517
20.921611,52.196204,Włochy,20.921611,52.196204,Włochy,0.0,187
20.9424315,52.2774955,Bielany,20.9417613,52.2777465,Bielany,19.245484272035768,116
20.9794483,52.2486933,Wola,20.9796765,52.2491445,Wola,17.188788440809766,180
20.9504321,52.3170218,Białołęka,20.949235,52.3173785,Białołęka,32.58783197124425,518
21.0583041,52.2842811,Targówek,21.058551,52.2843103,Targówek,5.131742991921318,512
21.0479593,52.2638193,Praga Północ,21.0479408,52.2638336,Praga Północ,0.7301406730954272,723
21.0447306,52.2788428,Targówek,21.044736,52.2788546,Targówek,0.49052114078261305,500
20.964265,52.3327666,Białołęka,20.9632383,52.33361,Białołęka,38.25278360786284,511
21.04221,52.2948616,Targówek,21.0419899,52.293815,Targówek,38.40063893124645,500
21.083882,52.1679843,Wilanów,21.0839048,52.1679708,Wilanów,0.7780819355074478,116
21.0478433,52.2645286,Praga Północ,21.0478456,52.2645025,Praga Północ,1.0463059232686696,500
21.0003998,52.2915401,Praga Północ,21.0002816,52.2914871,Praga Północ,2.9903343972886707,145
20.9749536,52.3162961,Białołęka,20.977868,52.312489,Białołęka,84.13078194020132,731
20.9328106,52.2685893,Bielany,20.9329256,52.2690691,Bielany,17.64725477476914,N43
20.9413393,52.3322744,Białołęka,20.9415063,52.3329683,Białołęka,23.396433294167007,509
20.9258316,52.23409,Wola,20.92577,52.2340783,Wola,1.437400889594562,190
21.0385188,52.2561028,Praga Północ,21.0385235,52.2561048,Praga Północ,0.1275104484612269,160
21.0474201,52.2636993,Praga Północ,21.0474296,52.2636848,Praga Północ,0.5685115426385234,120
21.0602498,52.315072,Białołęka,21.0602503,52.3150571,Białołęka,0.5965750744305958,132
21.0451965,52.2649808,Praga Północ,21.0449056,52.2649671,Praga Północ,6.497997242027231,518
21.0533223,52.2384203,Praga Południe,21.0514426,52.2388246,Praga Południe,24.418762742258775,509
21.0440726,52.224288,Śródmieście,21.0446326,52.2244036,Śródmieście,13.173351742369555,138
20.928806,52.240558,Wola,20.93174,52.240214,Wola,36.61301784875707,N43
21.0068833,52.3150836,Białołęka,21.0041271,52.3142785,Białołęka,49.83489068739205,705
21.0472293,52.2645651,Praga Północ,21.0472365,52.2645813,Praga Północ,0.6720509248825366,N63
21.0471275,52.2644686,Praga Północ,21.0471235,52.2644383,Praga Północ,0.8112444097201926,511
21.0589844,52.3020766,Targówek,21.0591401,52.3026202,Targówek,18.409705007182904,112
20.9694869,52.2722875,Żoliborz,20.9697887,52.2722189,Żoliborz,6.571757600624872,N44
20.951328,52.226421,Wola,20.951786,52.226532,Wola,12.077311769905092,255
20.986467,52.279457,Żoliborz,20.98604,52.279827,Żoliborz,15.109123049209192,122
20.964018,52.217133,Ochota,20.964014,52.217136,Ochota,0.1550664082433263,154
20.9074452,52.2544839,Bemowo,20.908854,52.254307,Bemowo,27.108510768090532,N95
20.8865232,52.1953094,Ursus,20.8864201,52.1953469,Ursus,2.9416475490835072,207
20.90081,52.239151,Bemowo,20.90081,52.239151,Bemowo,0.0,122
20.9138084,52.2379025,Bemowo,20.9138089,52.2379107,Bemowo,0.27373015321132244,714
21.003216,52.2301421,Śródmieście,21.0032272,52.2301391,Śródmieście,0.24976181963869312,N25
20.9059054,52.1928934,Ursus,20.9075039,52.1923949,Ursus,36.674527443928866,207
20.921602,52.196579,Włochy,20.921608,52.196568,Włochy,0.46429077097323324,207
20.9270934,52.2629362,Bemowo,20.9271616,52.2629822,Bemowo,2.072072488237499,N44
20.921391,52.196636,Włochy,20.921391,52.196632,Włochy,0.13343391186447784,255
20.9224915,52.1960831,Włochy,20.9224941,52.1960827,Włochy,0.06577477468790532,N01
20.986521,52.279469,Żoliborz,20.986223,52.279678,Żoliborz,9.25186765967896,122
20.922504,52.196049,Włochy,20.922508,52.196049,Włochy,0.0892252976629467,N01
